x y label
-4.8979125 3.5620668 4
-4.8979125 3.6620667 4
-4.8979125 3.7620666 4
-4.8979125 3.8620665 4
-4.8979125 3.9620664 4
-4.8979125 4.0620666 4
-4.8979125 4.1620665 4
-4.8979125 4.2620664 4
-4.8979125 4.3620663 4
-4.8979125 4.462066 4
-4.8979125 4.562066 4
-4.8979125 4.662066 4
-4.8979125 4.762066 4
-4.8979125 4.862066 4
-4.8979125 4.9620657 4
-4.8979125 5.0620656 4
-4.8979125 5.1620655 4
-4.8979125 5.2620654 4
-4.8979125 5.3620653 4
-4.8979125 5.462065 4
-4.8979125 5.562065 4
-4.8979125 5.662065 4
-4.8979125 5.762065 4
-4.8979125 5.862065 4
-4.8979125 5.9620647 4
-4.8979125 6.0620646 4
-4.8979125 6.1620646 4
-4.8979125 6.2620645 4
-4.7979126 -5.1379294 5
-4.7979126 -5.0379295 5
-4.7979126 -4.9379296 5
-4.7979126 -4.8379297 5
-4.7979126 -4.73793 5
-4.7979126 -4.63793 5
-4.7979126 -4.53793 5
-4.7979126 -4.43793 5
-4.7979126 -4.33793 5
-4.7979126 -4.2379303 5
-4.7979126 -4.1379304 5
-4.7979126 -4.0379305 5
-4.7979126 -3.9379306 5
-4.7979126 -3.8379307 5
-4.7979126 -3.7379308 5
-4.7979126 -3.6379309 5
-4.7979126 -3.537931 5
-4.7979126 -3.437931 5
-4.7979126 -3.3379312 5
-4.7979126 -3.2379313 5
-4.7979126 -3.1379313 5
-4.7979126 -3.0379314 5
-4.7979126 -2.9379315 5
-4.7979126 -2.8379316 5
-4.7979126 -2.7379317 5
-4.7979126 -2.6379318 5
-4.7979126 -2.537932 5
-4.7979126 -2.437932 5
-4.7979126 -2.337932 5
-4.7979126 -2.2379322 5
-4.7979126 -2.1379323 5
-4.7979126 -2.0379324 5
-4.7979126 -1.9379324 5
-4.7979126 -1.8379323 5
-4.7979126 -1.7379323 5
-4.7979126 -1.6379323 5
-4.7979126 -1.5379323 5
-4.7979126 -1.4379323 5
-4.7979126 -1.3379322 5
-4.7979126 -1.2379322 5
-4.7979126 -1.1379322 5
-4.7979126 -1.0379322 5
-4.7979126 -0.93793213 5
-4.7979126 -0.8379321 5
-4.7979126 -0.7379321 5
-4.7979126 -0.63793206 5
-4.7979126 -0.53793204 5
-4.7979126 -0.43793204 5
-4.7979126 -0.33793205 4
-4.7979126 -0.23793206 4
-4.7979126 -0.13793206 4
-4.7979126 -0.03793206 4
-4.7979126 0.06206794 4
-4.7979126 0.16206795 4
-4.7979126 0.26206794 4
-4.7979126 0.36206794 4
-4.7979126 0.46206793 4
-4.7979126 0.5620679 4
-4.7979126 0.66206795 4
-4.7979126 0.762068 4
-4.7979126 0.862068 4
-4.7979126 0.962068 4
-4.7979126 1.062068 4
-4.7979126 1.162068 4
-4.7979126 1.262068 4
-4.7979126 1.362068 4
-4.7979126 1.4620681 4
-4.7979126 1.5620681 4
-4.7979126 1.6620681 4
-4.7979126 1.7620682 4
-4.7979126 1.8620682 4
-4.7979126 1.9620682 4
-4.7979126 2.0620682 4
-4.7979126 2.1620681 4
-4.7979126 2.262068 4
-4.7979126 2.362068 4
-4.7979126 2.4620678 4
-4.7979126 2.5620677 4
-4.7979126 2.6620677 4
-4.7979126 2.7620676 4
-4.7979126 2.8620675 4
-4.7979126 2.9620674 4
-4.7979126 3.0620673 4
-4.7979126 3.1620672 4
-4.7979126 3.262067 4
-4.7979126 3.362067 4
-4.7979126 3.462067 4
-4.7979126 3.5620668 4
-4.7979126 3.6620667 4
-4.7979126 3.7620666 4
-4.7979126 3.8620665 4
-4.7979126 3.9620664 4
-4.7979126 4.0620666 4
-4.7979126 4.1620665 4
-4.7979126 4.2620664 4
-4.7979126 4.3620663 4
-4.7979126 4.462066 4
-4.7979126 4.562066 4
-4.7979126 4.662066 4
-4.7979126 4.762066 4
-4.7979126 4.862066 4
-4.7979126 4.9620657 4
-4.7979126 5.0620656 4
-4.7979126 5.1620655 4
-4.7979126 5.2620654 4
-4.7979126 5.3620653 4
-4.7979126 5.462065 4
-4.7979126 5.562065 4
-4.7979126 5.662065 4
-4.7979126 5.762065 4
-4.7979126 5.862065 4
-4.7979126 5.9620647 4
-4.7979126 6.0620646 4
-4.7979126 6.1620646 4
-4.7979126 6.2620645 4
-4.6979127 -5.1379294 5
-4.6979127 -5.0379295 5
-4.6979127 -4.9379296 5
-4.6979127 -4.8379297 5
-4.6979127 -4.73793 5
-4.6979127 -4.63793 5
-4.6979127 -4.53793 5
-4.6979127 -4.43793 5
-4.6979127 -4.33793 5
-4.6979127 -4.2379303 5
-4.6979127 -4.1379304 5
-4.6979127 -4.0379305 5
-4.6979127 -3.9379306 5
-4.6979127 -3.8379307 5
-4.6979127 -3.7379308 5
-4.6979127 -3.6379309 5
-4.6979127 -3.537931 5
-4.6979127 -3.437931 5
-4.6979127 -3.3379312 5
-4.6979127 -3.2379313 5
-4.6979127 -3.1379313 5
-4.6979127 -3.0379314 5
-4.6979127 -2.9379315 5
-4.6979127 -2.8379316 5
-4.6979127 -2.7379317 5
-4.6979127 -2.6379318 5
-4.6979127 -2.537932 5
-4.6979127 -2.437932 5
-4.6979127 -2.337932 5
-4.6979127 -2.2379322 5
-4.6979127 -2.1379323 5
-4.6979127 -2.0379324 5
-4.6979127 -1.9379324 5
-4.6979127 -1.8379323 5
-4.6979127 -1.7379323 5
-4.6979127 -1.6379323 5
-4.6979127 -1.5379323 5
-4.6979127 -1.4379323 5
-4.6979127 -1.3379322 5
-4.6979127 -1.2379322 5
-4.6979127 -1.1379322 5
-4.6979127 -1.0379322 5
-4.6979127 -0.93793213 5
-4.6979127 -0.8379321 5
-4.6979127 -0.7379321 5
-4.6979127 -0.63793206 5
-4.6979127 -0.53793204 5
-4.6979127 -0.43793204 5
-4.6979127 -0.33793205 4
-4.6979127 -0.23793206 4
-4.6979127 -0.13793206 4
-4.6979127 -0.03793206 4
-4.6979127 0.06206794 4
-4.6979127 0.16206795 4
-4.6979127 0.26206794 4
-4.6979127 0.36206794 4
-4.6979127 0.46206793 4
-4.6979127 0.5620679 4
-4.6979127 0.66206795 4
-4.6979127 0.762068 4
-4.6979127 0.862068 4
-4.6979127 0.962068 4
-4.6979127 1.062068 4
-4.6979127 1.162068 4
-4.6979127 1.262068 4
-4.6979127 1.362068 4
-4.6979127 1.4620681 4
-4.6979127 1.5620681 4
-4.6979127 1.6620681 4
-4.6979127 1.7620682 4
-4.6979127 1.8620682 4
-4.6979127 1.9620682 4
-4.6979127 2.0620682 4
-4.6979127 2.1620681 4
-4.6979127 2.262068 4
-4.6979127 2.362068 4
-4.6979127 2.4620678 4
-4.6979127 2.5620677 4
-4.6979127 2.6620677 4
-4.6979127 2.7620676 4
-4.6979127 2.8620675 4
-4.6979127 2.9620674 4
-4.6979127 3.0620673 4
-4.6979127 3.1620672 4
-4.6979127 3.262067 4
-4.6979127 3.362067 4
-4.6979127 3.462067 4
-4.6979127 3.5620668 4
-4.6979127 3.6620667 4
-4.6979127 3.7620666 4
-4.6979127 3.8620665 4
-4.6979127 3.9620664 4
-4.6979127 4.0620666 4
-4.6979127 4.1620665 4
-4.6979127 4.2620664 4
-4.6979127 4.3620663 4
-4.6979127 4.462066 4
-4.6979127 4.562066 4
-4.6979127 4.662066 4
-4.6979127 4.762066 4
-4.6979127 4.862066 4
-4.6979127 4.9620657 4
-4.6979127 5.0620656 4
-4.6979127 5.1620655 4
-4.6979127 5.2620654 4
-4.6979127 5.3620653 4
-4.6979127 5.462065 4
-4.6979127 5.562065 4
-4.6979127 5.662065 4
-4.6979127 5.762065 4
-4.6979127 5.862065 4
-4.6979127 5.9620647 4
-4.6979127 6.0620646 4
-4.6979127 6.1620646 4
-4.6979127 6.2620645 4
-4.597913 -5.1379294 5
-4.597913 -5.0379295 5
-4.597913 -4.9379296 5
-4.597913 -4.8379297 5
-4.597913 -4.73793 5
-4.597913 -4.63793 5
-4.597913 -4.53793 5
-4.597913 -4.43793 5
-4.597913 -4.33793 5
-4.597913 -4.2379303 5
-4.597913 -4.1379304 5
-4.597913 -4.0379305 5
-4.597913 -3.9379306 5
-4.597913 -3.8379307 5
-4.597913 -3.7379308 5
-4.597913 -3.6379309 5
-4.597913 -3.537931 5
-4.597913 -3.437931 5
-4.597913 -3.3379312 5
-4.597913 -3.2379313 5
-4.597913 -3.1379313 5
-4.597913 -3.0379314 5
-4.597913 -2.9379315 5
-4.597913 -2.8379316 5
-4.597913 -2.7379317 5
-4.597913 -2.6379318 5
-4.597913 -2.537932 5
-4.597913 -2.437932 5
-4.597913 -2.337932 5
-4.597913 -2.2379322 5
-4.597913 -2.1379323 5
-4.597913 -2.0379324 5
-4.597913 -1.9379324 5
-4.597913 -1.8379323 5
-4.597913 -1.7379323 5
-4.597913 -1.6379323 5
-4.597913 -1.5379323 5
-4.597913 -1.4379323 5
-4.597913 -1.3379322 5
-4.597913 -1.2379322 5
-4.597913 -1.1379322 5
-4.597913 -1.0379322 5
-4.597913 -0.93793213 5
-4.597913 -0.8379321 5
-4.597913 -0.7379321 5
-4.597913 -0.63793206 5
-4.597913 -0.53793204 5
-4.597913 -0.43793204 5
-4.597913 -0.33793205 4
-4.597913 -0.23793206 4
-4.597913 -0.13793206 4
-4.597913 -0.03793206 4
-4.597913 0.06206794 4
-4.597913 0.16206795 4
-4.597913 0.26206794 4
-4.597913 0.36206794 4
-4.597913 0.46206793 4
-4.597913 0.5620679 4
-4.597913 0.66206795 4
-4.597913 0.762068 4
-4.597913 0.862068 4
-4.597913 0.962068 4
-4.597913 1.062068 4
-4.597913 1.162068 4
-4.597913 1.262068 4
-4.597913 1.362068 4
-4.597913 1.4620681 4
-4.597913 1.5620681 4
-4.597913 1.6620681 4
-4.597913 1.7620682 4
-4.597913 1.8620682 4
-4.597913 1.9620682 4
-4.597913 2.0620682 4
-4.597913 2.1620681 4
-4.597913 2.262068 4
-4.597913 2.362068 4
-4.597913 2.4620678 4
-4.597913 2.5620677 4
-4.597913 2.6620677 4
-4.597913 2.7620676 4
-4.597913 2.8620675 4
-4.597913 2.9620674 4
-4.597913 3.0620673 4
-4.597913 3.1620672 4
-4.597913 3.262067 4
-4.597913 3.362067 4
-4.597913 3.462067 4
-4.597913 3.5620668 4
-4.597913 3.6620667 4
-4.597913 3.7620666 4
-4.597913 3.8620665 4
-4.597913 3.9620664 4
-4.597913 4.0620666 4
-4.597913 4.1620665 4
-4.597913 4.2620664 4
-4.597913 4.3620663 4
-4.597913 4.462066 4
-4.597913 4.562066 4
-4.597913 4.662066 4
-4.597913 4.762066 4
-4.597913 4.862066 4
-4.597913 4.9620657 4
-4.597913 5.0620656 4
-4.597913 5.1620655 4
-4.597913 5.2620654 4
-4.597913 5.3620653 4
-4.597913 5.462065 4
-4.597913 5.562065 4
-4.597913 5.662065 4
-4.597913 5.762065 4
-4.597913 5.862065 4
-4.597913 5.9620647 4
-4.597913 6.0620646 4
-4.597913 6.1620646 4
-4.597913 6.2620645 4
-4.497913 -5.1379294 5
-4.497913 -5.0379295 5
-4.497913 -4.9379296 5
-4.497913 -4.8379297 5
-4.497913 -4.73793 5
-4.497913 -4.63793 5
-4.497913 -4.53793 5
-4.497913 -4.43793 5
-4.497913 -4.33793 5
-4.497913 -4.2379303 5
-4.497913 -4.1379304 5
-4.497913 -4.0379305 5
-4.497913 -3.9379306 5
-4.497913 -3.8379307 5
-4.497913 -3.7379308 5
-4.497913 -3.6379309 5
-4.497913 -3.537931 5
-4.497913 -3.437931 5
-4.497913 -3.3379312 5
-4.497913 -3.2379313 5
-4.497913 -3.1379313 5
-4.497913 -3.0379314 5
-4.497913 -2.9379315 5
-4.497913 -2.8379316 5
-4.497913 -2.7379317 5
