x y label
-10.731602 -7.844468 3
-10.731602 -7.6444683 3
-10.731602 -7.4444685 2
-10.731602 -7.2444687 2
-10.731602 -7.044469 2
-10.731602 -6.844469 2
-10.731602 -6.6444693 2
-10.731602 -6.4444695 2
-10.731602 -6.2444696 2
-10.731602 -6.04447 2
-10.731602 -5.84447 2
-10.731602 -5.64447 2
-10.731602 -5.4444704 2
-10.731602 -5.2444706 2
-10.731602 -5.044471 2
-10.731602 -4.844471 2
-10.731602 -4.644471 2
-10.731602 -4.4444714 2
-10.731602 -4.2444715 2
-10.731602 -4.0444717 2
-10.731602 -3.8444717 2
-10.731602 -3.6444716 2
-10.731602 -3.4444716 2
-10.731602 -3.2444715 2
-10.731602 -3.0444715 2
-10.731602 -2.8444715 2
-10.731602 -2.6444714 2
-10.731602 -2.4444714 2
-10.731602 -2.2444713 2
-10.731602 -2.0444713 2
-10.731602 -1.8444712 2
-10.731602 -1.6444712 2
-10.731602 -1.4444711 2
-10.731602 -1.2444711 2
-10.731602 -1.044471 2
-10.731602 -0.84447104 2
-10.731602 -0.64447105 2
-10.731602 -0.44447106 2
-10.731602 -0.24447106 2
-10.731602 -0.044471055 2
-10.731602 0.15552895 2
-10.731602 0.35552895 2
-10.731602 0.55552894 2
-10.731602 0.7555289 2
-10.731602 0.9555289 2
-10.531602 -21.844482 3
-10.531602 -21.644482 3
-10.531602 -21.44448 3
-10.531602 -21.24448 3
-10.531602 -21.04448 3
-10.531602 -20.844479 3
-10.531602 -20.644478 3
-10.531602 -20.444477 3
-10.531602 -20.244476 3
-10.531602 -20.044476 3
-10.531602 -19.844475 3
-10.531602 -19.644474 3
-10.531602 -19.444473 3
-10.531602 -19.244473 3
-10.531602 -19.044472 3
-10.531602 -18.844471 3
-10.531602 -18.64447 3
-10.531602 -18.44447 3
-10.531602 -18.244469 3
-10.531602 -18.044468 3
-10.531602 -17.844467 3
-10.531602 -17.644466 3
-10.531602 -17.444466 3
-10.531602 -17.244465 3
-10.531602 -17.044464 3
-10.531602 -16.844463 3
-10.531602 -16.644463 3
-10.531602 -16.444462 3
-10.531602 -16.244461 3
-10.531602 -16.04446 3
-10.531602 -15.8444605 3
-10.531602 -15.644461 3
-10.531602 -15.444461 3
-10.531602 -15.244461 3
-10.531602 -15.044461 3
-10.531602 -14.844461 3
-10.531602 -14.644462 3
-10.531602 -14.444462 3
-10.531602 -14.244462 3
-10.531602 -14.044462 3
-10.531602 -13.844462 3
-10.531602 -13.644463 3
-10.531602 -13.444463 3
-10.531602 -13.244463 3
-10.531602 -13.044463 3
-10.531602 -12.844463 3
-10.531602 -12.644464 3
-10.531602 -12.444464 3
-10.531602 -12.244464 3
-10.531602 -12.044464 3
-10.531602 -11.844464 3
-10.531602 -11.6444645 3
-10.531602 -11.444465 3
-10.531602 -11.244465 3
-10.531602 -11.044465 3
-10.531602 -10.844465 3
-10.531602 -10.644465 3
-10.531602 -10.444466 3
-10.531602 -10.244466 3
-10.531602 -10.044466 3
-10.531602 -9.844466 3
-10.531602 -9.644466 3
-10.531602 -9.444467 3
-10.531602 -9.244467 3
-10.531602 -9.044467 3
-10.531602 -8.844467 3
-10.531602 -8.644467 3
-10.531602 -8.444468 3
-10.531602 -8.244468 3
-10.531602 -8.044468 3
-10.531602 -7.844468 3
-10.531602 -7.6444683 3
-10.531602 -7.4444685 2
-10.531602 -7.2444687 2
-10.531602 -7.044469 2
-10.531602 -6.844469 2
-10.531602 -6.6444693 2
-10.531602 -6.4444695 2
-10.531602 -6.2444696 2
-10.531602 -6.04447 2
-10.531602 -5.84447 2
-10.531602 -5.64447 2
-10.531602 -5.4444704 2
-10.531602 -5.2444706 2
-10.531602 -5.044471 2
-10.531602 -4.844471 2
-10.531602 -4.644471 2
-10.531602 -4.4444714 2
-10.531602 -4.2444715 2
-10.531602 -4.0444717 2
-10.531602 -3.8444717 2
-10.531602 -3.6444716 2
-10.531602 -3.4444716 2
-10.531602 -3.2444715 2
-10.531602 -3.0444715 2
-10.531602 -2.8444715 2
-10.531602 -2.6444714 2
-10.531602 -2.4444714 2
-10.531602 -2.2444713 2
-10.531602 -2.0444713 2
-10.531602 -1.8444712 2
-10.531602 -1.6444712 2
-10.531602 -1.4444711 2
-10.531602 -1.2444711 2
-10.531602 -1.044471 2
-10.531602 -0.84447104 2
-10.531602 -0.64447105 2
-10.531602 -0.44447106 2
-10.531602 -0.24447106 2
-10.531602 -0.044471055 2
-10.531602 0.15552895 2
-10.531602 0.35552895 2
-10.531602 0.55552894 2
-10.531602 0.7555289 2
-10.531602 0.9555289 2
-10.331602 -21.844482 3
-10.331602 -21.644482 3
-10.331602 -21.44448 3
-10.331602 -21.24448 3
-10.331602 -21.04448 3
-10.331602 -20.844479 3
-10.331602 -20.644478 3
-10.331602 -20.444477 3
-10.331602 -20.244476 3
-10.331602 -20.044476 3
-10.331602 -19.844475 3
-10.331602 -19.644474 3
-10.331602 -19.444473 3
-10.331602 -19.244473 3
-10.331602 -19.044472 3
-10.331602 -18.844471 3
-10.331602 -18.64447 3
-10.331602 -18.44447 3
-10.331602 -18.244469 3
-10.331602 -18.044468 3
-10.331602 -17.844467 3
-10.331602 -17.644466 3
-10.331602 -17.444466 3
-10.331602 -17.244465 3
-10.331602 -17.044464 3
-10.331602 -16.844463 3
-10.331602 -16.644463 3
-10.331602 -16.444462 3
-10.331602 -16.244461 3
-10.331602 -16.04446 3
-10.331602 -15.8444605 3
-10.331602 -15.644461 3
-10.331602 -15.444461 3
-10.331602 -15.244461 3
-10.331602 -15.044461 3
-10.331602 -14.844461 3
-10.331602 -14.644462 3
-10.331602 -14.444462 3
-10.331602 -14.244462 3
-10.331602 -14.044462 3
-10.331602 -13.844462 3
-10.331602 -13.644463 3
-10.331602 -13.444463 3
-10.331602 -13.244463 3
-10.331602 -13.044463 3
-10.331602 -12.844463 3
-10.331602 -12.644464 3
-10.331602 -12.444464 3
-10.331602 -12.244464 3
-10.331602 -12.044464 3
-10.331602 -11.844464 3
-10.331602 -11.6444645 3
-10.331602 -11.444465 3
-10.331602 -11.244465 3
-10.331602 -11.044465 3
-10.331602 -10.844465 3
-10.331602 -10.644465 3
-10.331602 -10.444466 3
-10.331602 -10.244466 3
-10.331602 -10.044466 3
-10.331602 -9.844466 3
-10.331602 -9.644466 3
-10.331602 -9.444467 3
-10.331602 -9.244467 3
-10.331602 -9.044467 3
-10.331602 -8.844467 3
-10.331602 -8.644467 3
-10.331602 -8.444468 3
-10.331602 -8.244468 3
-10.331602 -8.044468 3
-10.331602 -7.844468 3
-10.331602 -7.6444683 3
-10.331602 -7.4444685 2
-10.331602 -7.2444687 2
-10.331602 -7.044469 2
-10.331602 -6.844469 2
-10.331602 -6.6444693 2
-10.331602 -6.4444695 2
-10.331602 -6.2444696 2
-10.331602 -6.04447 2
-10.331602 -5.84447 2
-10.331602 -5.64447 2
-10.331602 -5.4444704 2
-10.331602 -5.2444706 2
-10.331602 -5.044471 2
-10.331602 -4.844471 2
-10.331602 -4.644471 2
-10.331602 -4.4444714 2
-10.331602 -4.2444715 2
-10.331602 -4.0444717 2
-10.331602 -3.8444717 2
-10.331602 -3.6444716 2
-10.331602 -3.4444716 2
-10.331602 -3.2444715 2
-10.331602 -3.0444715 2
-10.331602 -2.8444715 2
-10.331602 -2.6444714 2
-10.331602 -2.4444714 2
-10.331602 -2.2444713 2
-10.331602 -2.0444713 2
-10.331602 -1.8444712 2
-10.331602 -1.6444712 2
-10.331602 -1.4444711 2
-10.331602 -1.2444711 2
-10.331602 -1.044471 2
-10.331602 -0.84447104 2
-10.331602 -0.64447105 2
-10.331602 -0.44447106 2
-10.331602 -0.24447106 2
-10.331602 -0.044471055 2
-10.331602 0.15552895 2
-10.331602 0.35552895 2
-10.331602 0.55552894 2
-10.331602 0.7555289 2
-10.331602 0.9555289 2
-10.131602 -21.844482 3
-10.131602 -21.644482 3
-10.131602 -21.44448 3
-10.131602 -21.24448 3
-10.131602 -21.04448 3
-10.131602 -20.844479 3
-10.131602 -20.644478 3
-10.131602 -20.444477 3
-10.131602 -20.244476 3
-10.131602 -20.044476 3
-10.131602 -19.844475 3
-10.131602 -19.644474 3
-10.131602 -19.444473 3
-10.131602 -19.244473 3
-10.131602 -19.044472 3
-10.131602 -18.844471 3
-10.131602 -18.64447 3
-10.131602 -18.44447 3
-10.131602 -18.244469 3
-10.131602 -18.044468 3
-10.131602 -17.844467 3
-10.131602 -17.644466 3
-10.131602 -17.444466 3
-10.131602 -17.244465 3
-10.131602 -17.044464 3
-10.131602 -16.844463 3
-10.131602 -16.644463 3
-10.131602 -16.444462 3
-10.131602 -16.244461 3
-10.131602 -16.04446 3
-10.131602 -15.8444605 3
-10.131602 -15.644461 3
-10.131602 -15.444461 3
-10.131602 -15.244461 3
-10.131602 -15.044461 3
-10.131602 -14.844461 3
-10.131602 -14.644462 3
-10.131602 -14.444462 3
-10.131602 -14.244462 3
-10.131602 -14.044462 3
-10.131602 -13.844462 3
-10.131602 -13.644463 3
-10.131602 -13.444463 3
-10.131602 -13.244463 3
-10.131602 -13.044463 3
-10.131602 -12.844463 3
-10.131602 -12.644464 3
-10.131602 -12.444464 3
-10.131602 -12.244464 3
-10.131602 -12.044464 3
-10.131602 -11.844464 3
-10.131602 -11.6444645 3
-10.131602 -11.444465 3
-10.131602 -11.244465 3
-10.131602 -11.044465 3
-10.131602 -10.844465 3
-10.131602 -10.644465 3
-10.131602 -10.444466 3
-10.131602 -10.244466 3
-10.131602 -10.044466 3
-10.131602 -9.844466 3
-10.131602 -9.644466 3
-10.131602 -9.444467 3
-10.131602 -9.244467 3
-10.131602 -9.044467 3
-10.131602 -8.844467 3
-10.131602 -8.644467 3
-10.131602 -8.444468 3
-10.131602 -8.244468 3
-10.131602 -8.044468 3
-10.131602 -7.844468 3
-10.131602 -7.6444683 3
-10.131602 -7.4444685 2
-10.131602 -7.2444687 2
-10.131602 -7.044469 2
-10.131602 -6.844469 2
-10.131602 -6.6444693 2
-10.131602 -6.4444695 2
-10.131602 -6.2444696 2
-10.131602 -6.04447 2
-10.131602 -5.84447 2
-10.131602 -5.64447 2
-10.131602 -5.4444704 2
-10.131602 -5.2444706 2
-10.131602 -5.044471 2
-10.131602 -4.844471 2
-10.131602 -4.644471 2
-10.131602 -4.4444714 2
-10.131602 -4.2444715 2
-10.131602 -4.0444717 2
-10.131602 -3.8444717 2
-10.131602 -3.6444716 2
-10.131602 -3.4444716 2
-10.131602 -3.2444715 2
-10.131602 -3.0444715 2
-10.131602 -2.8444715 2
-10.131602 -2.6444714 2
-10.131602 -2.4444714 2
-10.131602 -2.2444713 2
-10.131602 -2.0444713 2
-10.131602 -1.8444712 2
-10.131602 -1.6444712 2
-10.131602 -1.4444711 2
-10.131602 -1.2444711 2
-10.131602 -1.044471 2
-10.131602 -0.84447104 2
-10.131602 -0.64447105 2
-10.131602 -0.44447106 2
-10.131602 -0.24447106 2
-10.131602 -0.044471055 2
-10.131602 0.15552895 2
-10.131602 0.35552895 2
-10.131602 0.55552894 2
-10.131602 0.7555289 2
-10.131602 0.9555289 2
-9.9316025 -21.844482 3
-9.9316025 -21.644482 3
-9.9316025 -21.44448 3
-9.9316025 -21.24448 3
-9.9316025 -21.04448 3
-9.9316025 -20.844479 3
-9.9316025 -20.644478 3
-9.9316025 -20.444477 3
-9.9316025 -20.244476 3
-9.9316025 -20.044476 3
-9.9316025 -19.844475 3
-9.9316025 -19.644474 3
-9.9316025 -19.444473 3
-9.9316025 -19.244473 3
-9.9316025 -19.044472 3
-9.9316025 -18.844471 3
-9.9316025 -18.64447 3
-9.9316025 -18.44447 3
-9.9316025 -18.244469 3
-9.9316025 -18.044468 3
-9.9316025 -17.844467 3
-9.9316025 -17.644466 3
-9.9316025 -17.444466 3
-9.9316025 -17.244465 3
-9.9316025 -17.044464 3
-9.9316025 -16.844463 3
-9.9316025 -16.644463 3
-9.9316025 -16.444462 3
-9.9316025 -16.244461 3
-9.9316025 -16.04446 3
-9.9316025 -15.8444605 3
-9.9316025 -15.644461 3
-9.9316025 -15.444461 3
-9.9316025 -15.244461 3
-9.9316025 -15.044461 3
-9.9316025 -14.844461 3
-9.9316025 -14.644462 3
-9.9316025 -14.444462 3
-9.9316025 -14.244462 3
-9.9316025 -14.044462 3
-9.9316025 -13.844462 3
-9.9316025 -13.644463 3
-9.9316025 -13.444463 3
-9.9316025 -13.244463 3
-9.9316025 -13.044463 3
-9.9316025 -12.844463 3
-9.9316025 -12.644464 3
-9.9316025 -12.444464 3
-9.9316025 -12.244464 3
-9.9316025 -12.044464 3
-9.9316025 -11.844464 3
-9.9316025 -11.6444645 3
-9.9316025 -11.444465 3
-9.9316025 -11.244465 3
-9.9316025 -11.044465 3
-9.9316025 -10.844465 3
-9.9316025 -10.644465 3
-9.9316025 -10.444466 3
-9.9316025 -10.244466 3
-9.9316025 -10.044466 3
-9.9316025 -9.844466 3
-9.9316025 -9.644466 3
-9.9316025 -9.444467 3
-9.9316025 -9.244467 3
-9.9316025 -9.044467 3
-9.9316025 -8.844467 3
-9.9316025 -8.644467 3
-9.9316025 -8.444468 3
-9.9316025 -8.244468 3
-9.9316025 -8.044468 3
-9.9316025 -7.844468 3
-9.9316025 -7.6444683 3
-9.9316025 -7.4444685 2
-9.9316025 -7.2444687 2
-9.9316025 -7.044469 2
-9.9316025 -6.844469 2
-9.9316025 -6.6444693 2
-9.9316025 -6.4444695 2
-9.9316025 -6.2444696 2
-9.9316025 -6.04447 2
-9.9316025 -5.84447 2
-9.9316025 -5.64447 2
-9.9316025 -5.4444704 2
-9.9316025 -5.2444706 2
-9.9316025 -5.044471 2
-9.9316025 -4.844471 2
-9.9316025 -4.644471 2
-9.9316025 -4.4444714 2
-9.9316025 -4.2444715 2
-9.9316025 -4.0444717 2
-9.9316025 -3.8444717 2
-9.9316025 -3.6444716 2
-9.9316025 -3.4444716 2
-9.9316025 -3.2444715 2
-9.9316025 -3.0444715 2
-9.9316025 -2.8444715 2
-9.9316025 -2.6444714 2
-9.9316025 -2.4444714 2
-9.9316025 -2.2444713 2
-9.9316025 -2.0444713 2
-9.9316025 -1.8444712 2
-9.9316025 -1.6444712 2
-9.9316025 -1.4444711 2
-9.9316025 -1.2444711 2
-9.9316025 -1.044471 2
-9.9316025 -0.84447104 2
-9.9316025 -0.64447105 2
-9.9316025 -0.44447106 2
-9.9316025 -0.24447106 2
-9.9316025 -0.044471055 2
-9.9316025 0.15552895 2
-9.9316025 0.35552895 2
-9.9316025 0.55552894 2
-9.9316025 0.7555289 2
-9.9316025 0.9555289 2
-9.731603 -21.844482 3
-9.731603 -21.644482 3
-9.731603 -21.44448 3
-9.731603 -21.24448 3
-9.731603 -21.04448 3
-9.731603 -20.844479 3
-9.731603 -20.644478 3
-9.731603 -20.444477 3
-9.731603 -20.244476 3
-9.731603 -20.044476 3
-9.731603 -19.844475 3
-9.731603 -19.644474 3
-9.731603 -19.444473 3
-9.731603 -19.244473 3
-9.731603 -19.044472 3
-9.731603 -18.844471 3
-9.731603 -18.64447 3
-9.731603 -18.44447 3
-9.731603 -18.244469 3
-9.731603 -18.044468 3
-9.731603 -17.844467 3
-9.731603 -17.644466 3
-9.731603 -17.444466 3
-9.731603 -17.244465 3
-9.731603 -17.044464 3
-9.731603 -16.844463 3
-9.731603 -16.644463 3
-9.731603 -16.444462 3
-9.731603 -16.244461 3
-9.731603 -16.04446 3
-9.731603 -15.8444605 3
-9.731603 -15.644461 3
-9.731603 -15.444461 3
-9.731603 -15.244461 3
-9.731603 -15.044461 3
-9.731603 -14.844461 3
-9.731603 -14.644462 3
-9.731603 -14.444462 3
-9.731603 -14.244462 3
-9.731603 -14.044462 3
-9.731603 -13.844462 3
-9.731603 -13.644463 3
-9.731603 -13.444463 3
-9.731603 -13.244463 3
-9.731603 -13.044463 3
-9.731603 -12.844463 3
-9.731603 -12.644464 3
-9.731603 -12.444464 3
-9.731603 -12.244464 3
-9.731603 -12.044464 3
-9.731603 -11.844464 3
-9.731603 -11.6444645 3
-9.731603 -11.444465 3
-9.731603 -11.244465 3
-9.731603 -11.044465 3
-9.731603 -10.844465 3
-9.731603 -10.644465 3
-9.731603 -10.444466 3
-9.731603 -10.244466 3
-9.731603 -10.044466 3
-9.731603 -9.844466 3
-9.731603 -9.644466 3
-9.731603 -9.444467 3
-9.731603 -9.244467 3
-9.731603 -9.044467 3
-9.731603 -8.844467 3
-9.731603 -8.644467 3
-9.731603 -8.444468 3
-9.731603 -8.244468 3
-9.731603 -8.044468 3
-9.731603 -7.844468 3
-9.731603 -7.6444683 3
-9.731603 -7.4444685 2
-9.731603 -7.2444687 2
-9.731603 -7.044469 2
-9.731603 -6.844469 2
-9.731603 -6.6444693 2
-9.731603 -6.4444695 2
-9.731603 -6.2444696 2
-9.731603 -6.04447 2
-9.731603 -5.84447 2
-9.731603 -5.64447 2
-9.731603 -5.4444704 2
-9.731603 -5.2444706 2
-9.731603 -5.044471 2
-9.731603 -4.844471 2
-9.731603 -4.644471 2
-9.731603 -4.4444714 2
-9.731603 -4.2444715 2
-9.731603 -4.0444717 2
-9.731603 -3.8444717 2
-9.731603 -3.6444716 2
-9.731603 -3.4444716 2
-9.731603 -3.2444715 2
-9.731603 -3.0444715 2
-9.731603 -2.8444715 2
-9.731603 -2.6444714 2
-9.731603 -2.4444714 2
-9.731603 -2.2444713 2
-9.731603 -2.0444713 2
-9.731603 -1.8444712 2
-9.731603 -1.6444712 2
-9.731603 -1.4444711 2
-9.731603 -1.2444711 2
-9.731603 -1.044471 2
-9.731603 -0.84447104 2
-9.731603 -0.64447105 2
-9.731603 -0.44447106 2
-9.731603 -0.24447106 2
-9.731603 -0.044471055 2
-9.731603 0.15552895 2
-9.731603 0.35552895 2
-9.731603 0.55552894 2
-9.731603 0.7555289 2
-9.731603 0.9555289 2
-9.531603 -21.844482 3
-9.531603 -21.644482 3
-9.531603 -21.44448 3
-9.531603 -21.24448 3
-9.531603 -21.04448 3
-9.531603 -20.844479 3
-9.531603 -20.644478 3
-9.531603 -20.444477 3
-9.531603 -20.244476 3
-9.531603 -20.044476 3
-9.531603 -19.844475 3
-9.531603 -19.644474 3
-9.531603 -19.444473 3
-9.531603 -19.244473 3
-9.531603 -19.044472 3
-9.531603 -18.844471 3
-9.531603 -18.64447 3
-9.531603 -18.44447 3
-9.531603 -18.244469 3
-9.531603 -18.044468 3
-9.531603 -17.844467 3
-9.531603 -17.644466 3
-9.531603 -17.444466 3
-9.531603 -17.244465 3
-9.531603 -17.044464 3
-9.531603 -16.844463 3
-9.531603 -16.644463 3
-9.531603 -16.444462 3
-9.531603 -16.244461 3
-9.531603 -16.04446 3
-9.531603 -15.8444605 3
-9.531603 -15.644461 3
-9.531603 -15.444461 3
-9.531603 -15.244461 3
-9.531603 -15.044461 3
-9.531603 -14.844461 3
-9.531603 -14.644462 3
-9.531603 -14.444462 3
-9.531603 -14.244462 3
-9.531603 -14.044462 3
-9.531603 -13.844462 3
-9.531603 -13.644463 3
-9.531603 -13.444463 3
-9.531603 -13.244463 3
-9.531603 -13.044463 3
-9.531603 -12.844463 3
-9.531603 -12.644464 3
-9.531603 -12.444464 3
-9.531603 -12.244464 3
-9.531603 -12.044464 3
-9.531603 -11.844464 3
-9.531603 -11.6444645 3
